text,label
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. See below",ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. See below,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Please advise",ham
Attachments: invoice_597.pdf requires your approval. Open it: http://bit.ly/verify ASAP,phishing
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. ASAP,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Thanks,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Thanks,ham
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. Please respond,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Please advise,ham
Please see the minutes from today's meeting and action items for next week. Regards,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice See below,ham
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. ,phishing
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. do not ignore,phishing
Update your account information at http://secure-pay.example.com to avoid suspension. ,phishing
reset your password now: http://bit.ly/verify This link will expire in 24 hours. ,phishing
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. Please respond,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Please advise,ham
Please see the minutes from today's meeting and action items for next week. Thanks,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Regards",ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Regards",ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Regards",ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Regards,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
Reminder: submit your timesheets by Friday noon. Thanks. Regards,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. See below,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Regards,ham
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. ASAP,phishing
"Hi team, please find the attached quarterly sales report and let me know your feedback. See below",ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Please advise,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Regards,ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. do not ignore,phishing
Please see the minutes from today's meeting and action items for next week. Regards,ham
Please see the minutes from today's meeting and action items for next week. Please advise,ham
Please see the minutes from today's meeting and action items for next week. Thanks,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Regards",ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Thanks",ham
Reminder: submit your timesheets by Friday noon. Thanks. Thanks,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Thanks,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Regards",ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. See below",ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Regards,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Regards,ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. ASAP,phishing
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. ,phishing
Please see the minutes from today's meeting and action items for next week. Please advise,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Please advise,ham
"Dear User, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. do not ignore",phishing
reset your password now: http://bit.ly/verify This link will expire in 24 hours. Please respond,phishing
Important Notice: Your mailbox has exceeded quota. Click http://secure-pay.example.com to increase limit. ,phishing
Attachments: invoice_468.pdf requires your approval. Open it: http://bit.ly/verify ASAP,phishing
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. ,phishing
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. ASAP,phishing
"Dear Client, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. do not ignore",phishing
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. Please respond,phishing
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Please advise",ham
"Dear Customer, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. ASAP",phishing
"Hi team, please find the attached quarterly sales report and let me know your feedback. See below",ham
Attachments: invoice_858.pdf requires your approval. Open it: http://bit.ly/verify Please respond,phishing
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. do not ignore,phishing
Please see the minutes from today's meeting and action items for next week. See below,ham
Update your account information at http://secure-pay.example.com to avoid suspension. do not ignore,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. See below,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. See below,ham
reset your password now: http://bit.ly/verify This link will expire in 24 hours. do not ignore,phishing
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. do not ignore,phishing
"Dear Client, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. ",phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Please advise,ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Thanks",ham
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. Please respond,phishing
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. ,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Please advise,ham
reset your password now: http://bit.ly/verify This link will expire in 24 hours. Please respond,phishing
"Hi team, please find the attached quarterly sales report and let me know your feedback. See below",ham
reset your password now: http://bit.ly/verify This link will expire in 24 hours. do not ignore,phishing
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Please advise",ham
Reminder: submit your timesheets by Friday noon. Thanks. Thanks,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Thanks,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice See below,ham
Please see the minutes from today's meeting and action items for next week. See below,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Please advise",ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Regards,ham
Please see the minutes from today's meeting and action items for next week. Regards,ham
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. ,phishing
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. do not ignore,phishing
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. Please respond,phishing
reset your password now: http://bit.ly/verify This link will expire in 24 hours. Please respond,phishing
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. do not ignore,phishing
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. do not ignore,phishing
Reminder: submit your timesheets by Friday noon. Thanks. See below,ham
"Dear Customer, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. ",phishing
Update your account information at http://secure-pay.example.com to avoid suspension. Please respond,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
Reminder: submit your timesheets by Friday noon. Thanks. Thanks,ham
Update your account information at http://secure-pay.example.com to avoid suspension. ASAP,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Please advise,ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. ,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Thanks,ham
Reminder: submit your timesheets by Friday noon. Thanks. Regards,ham
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. do not ignore,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Thanks",ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. See below,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Regards",ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Please advise",ham
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. do not ignore,phishing
Please see the minutes from today's meeting and action items for next week. Thanks,ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. Please respond,phishing
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. ASAP,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Regards,ham
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. ASAP,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice See below,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
reset your password now: http://bit.ly/verify This link will expire in 24 hours. do not ignore,phishing
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. ,phishing
reset your password now: http://bit.ly/verify This link will expire in 24 hours. ,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Please advise,ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. Please respond,phishing
Important Notice: Your mailbox has exceeded quota. Click http://secure-pay.example.com to increase limit. ,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. See below,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. do not ignore,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Please advise,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Thanks,ham
reset your password now: http://bit.ly/verify This link will expire in 24 hours. Please respond,phishing
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. Please respond,phishing
"Dear Subscriber, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. ASAP",phishing
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. do not ignore,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Please advise,ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Thanks",ham
reset your password now: http://bit.ly/verify This link will expire in 24 hours. ASAP,phishing
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Please advise",ham
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. do not ignore,phishing
reset your password now: http://bit.ly/verify This link will expire in 24 hours. ,phishing
"Hi team, please find the attached quarterly sales report and let me know your feedback. Thanks",ham
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. do not ignore,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Please advise,ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. ASAP,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Thanks,ham
reset your password now: http://bit.ly/verify This link will expire in 24 hours. ,phishing
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. do not ignore,phishing
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. ,phishing
Please see the minutes from today's meeting and action items for next week. Regards,ham
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. do not ignore,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Thanks,ham
Please see the minutes from today's meeting and action items for next week. Thanks,ham
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. ,phishing
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. ,phishing
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Please advise",ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. See below",ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Regards,ham
Please see the minutes from today's meeting and action items for next week. Regards,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Please advise,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Thanks,ham
"Dear Client, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. do not ignore",phishing
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. ,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Regards,ham
Reminder: submit your timesheets by Friday noon. Thanks. Please advise,ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Thanks",ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Please advise,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Regards",ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Please advise,ham
Update your account information at http://secure-pay.example.com to avoid suspension. ASAP,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. do not ignore,phishing
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. ,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Please advise,ham
Reminder: submit your timesheets by Friday noon. Thanks. See below,ham
Please see the minutes from today's meeting and action items for next week. Thanks,ham
Please see the minutes from today's meeting and action items for next week. See below,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Regards,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. See below,ham
Please see the minutes from today's meeting and action items for next week. See below,ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. See below",ham
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. do not ignore,phishing
"Dear Customer, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. ",phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. See below,ham
"Dear Client, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. ",phishing
Please see the minutes from today's meeting and action items for next week. See below,ham
Attachments: invoice_410.pdf requires your approval. Open it: http://bit.ly/verify ASAP,phishing
Attachments: invoice_666.pdf requires your approval. Open it: http://bit.ly/verify ASAP,phishing
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Regards",ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Regards,ham
Update your account information at http://secure-pay.example.com to avoid suspension. ,phishing
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. do not ignore,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Regards,ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Thanks",ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Please advise,ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Please advise",ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Please advise",ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Regards,ham
Reminder: submit your timesheets by Friday noon. Thanks. See below,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Please advise,ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Thanks",ham
Please see the minutes from today's meeting and action items for next week. Please advise,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Thanks,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
"Dear Member, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. ASAP",phishing
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. ASAP,phishing
Important Notice: Your mailbox has exceeded quota. Click http://secure-pay.example.com to increase limit. Please respond,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Regards,ham
Please see the minutes from today's meeting and action items for next week. See below,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Regards,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. do not ignore,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Please advise",ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. See below",ham
Please see the minutes from today's meeting and action items for next week. Please advise,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Please advise",ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Regards,ham
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. do not ignore,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice See below,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
Please see the minutes from today's meeting and action items for next week. Thanks,ham
Please see the minutes from today's meeting and action items for next week. Thanks,ham
Update your account information at http://secure-pay.example.com to avoid suspension. ,phishing
reset your password now: http://bit.ly/verify This link will expire in 24 hours. do not ignore,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. See below,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
Please see the minutes from today's meeting and action items for next week. Thanks,ham
"Dear User, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. do not ignore",phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Regards,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice See below,ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. Please respond,phishing
Attachments: invoice_947.pdf requires your approval. Open it: http://bit.ly/verify Please respond,phishing
"Hi team, please find the attached quarterly sales report and let me know your feedback. See below",ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Regards",ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. See below,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. See below,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Regards",ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Please advise",ham
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. do not ignore,phishing
Please see the minutes from today's meeting and action items for next week. Please advise,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Please advise,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Regards",ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Regards,ham
"Dear Client, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. ",phishing
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. ASAP,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Please advise,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Please advise",ham
Please see the minutes from today's meeting and action items for next week. Thanks,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. See below,ham
Please see the minutes from today's meeting and action items for next week. See below,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Regards,ham
Please see the minutes from today's meeting and action items for next week. Regards,ham
"Dear Member, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. do not ignore",phishing
Reminder: submit your timesheets by Friday noon. Thanks. See below,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. See below,ham
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. do not ignore,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. See below,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. See below,ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. Please respond,phishing
"Dear Client, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. ASAP",phishing
Reminder: submit your timesheets by Friday noon. Thanks. Regards,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Regards,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Regards,ham
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. do not ignore,phishing
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. ,phishing
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. See below",ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Thanks",ham
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. Please respond,phishing
Please see the minutes from today's meeting and action items for next week. Regards,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Regards,ham
Reminder: submit your timesheets by Friday noon. Thanks. Thanks,ham
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. do not ignore,phishing
Reminder: submit your timesheets by Friday noon. Thanks. See below,ham
reset your password now: http://bit.ly/verify This link will expire in 24 hours. ,phishing
Update your account information at http://secure-pay.example.com to avoid suspension. do not ignore,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Regards,ham
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. do not ignore,phishing
Important Notice: Your mailbox has exceeded quota. Click http://secure-pay.example.com to increase limit. Please respond,phishing
Please see the minutes from today's meeting and action items for next week. Thanks,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Thanks",ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. See below",ham
Attachments: invoice_996.pdf requires your approval. Open it: http://bit.ly/verify do not ignore,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. See below,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Regards,ham
Please see the minutes from today's meeting and action items for next week. Thanks,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Regards,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. See below",ham
Reminder: submit your timesheets by Friday noon. Thanks. Regards,ham
Update your account information at http://secure-pay.example.com to avoid suspension. ,phishing
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. Please respond,phishing
Attachments: invoice_611.pdf requires your approval. Open it: http://bit.ly/verify ,phishing
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. ,phishing
"Hi team, please find the attached quarterly sales report and let me know your feedback. Thanks",ham
Please see the minutes from today's meeting and action items for next week. Thanks,ham
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. ASAP,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Regards,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Please advise,ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Please advise",ham
Reminder: submit your timesheets by Friday noon. Thanks. Thanks,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Please advise,ham
reset your password now: http://bit.ly/verify This link will expire in 24 hours. do not ignore,phishing
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. do not ignore,phishing
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. do not ignore,phishing
"Hi team, please find the attached quarterly sales report and let me know your feedback. See below",ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Please advise,ham
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. ASAP,phishing
Important Notice: Your mailbox has exceeded quota. Click http://secure-pay.example.com to increase limit. ,phishing
Update your account information at http://secure-pay.example.com to avoid suspension. ,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Thanks,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Regards",ham
Attachments: invoice_746.pdf requires your approval. Open it: http://bit.ly/verify Please respond,phishing
Attachments: invoice_474.pdf requires your approval. Open it: http://bit.ly/verify ,phishing
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. ASAP,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Regards,ham
Attachments: invoice_629.pdf requires your approval. Open it: http://bit.ly/verify do not ignore,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Regards,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. See below,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice See below,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice See below,ham
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. ,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
reset your password now: http://bit.ly/verify This link will expire in 24 hours. ASAP,phishing
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Please advise",ham
Please see the minutes from today's meeting and action items for next week. Please advise,ham
Please see the minutes from today's meeting and action items for next week. Please advise,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice See below,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Please advise",ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice See below,ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. ,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Regards,ham
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. ,phishing
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. See below",ham
"Dear Member, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. Please respond",phishing
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. ASAP,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Regards,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Regards,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Thanks",ham
Important Notice: Your mailbox has exceeded quota. Click http://secure-pay.example.com to increase limit. ASAP,phishing
Important Notice: Your mailbox has exceeded quota. Click http://secure-pay.example.com to increase limit. Please respond,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. See below,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Thanks,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. do not ignore,phishing
Please see the minutes from today's meeting and action items for next week. Thanks,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Please advise",ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Please advise,ham
Attachments: invoice_778.pdf requires your approval. Open it: http://bit.ly/verify ,phishing
Update your account information at http://secure-pay.example.com to avoid suspension. ASAP,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Thanks,ham
Update your account information at http://secure-pay.example.com to avoid suspension. do not ignore,phishing
Attachments: invoice_346.pdf requires your approval. Open it: http://bit.ly/verify ,phishing
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. ASAP,phishing
"Dear Member, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. do not ignore",phishing
Important Notice: Your mailbox has exceeded quota. Click http://secure-pay.example.com to increase limit. Please respond,phishing
reset your password now: http://bit.ly/verify This link will expire in 24 hours. Please respond,phishing
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. ,phishing
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. ,phishing
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. Please respond,phishing
reset your password now: http://bit.ly/verify This link will expire in 24 hours. ,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Please advise,ham
reset your password now: http://bit.ly/verify This link will expire in 24 hours. ASAP,phishing
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. do not ignore,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Thanks,ham
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. Please respond,phishing
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Thanks",ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
Attachments: invoice_547.pdf requires your approval. Open it: http://bit.ly/verify ,phishing
"Hi team, please find the attached quarterly sales report and let me know your feedback. Regards",ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Thanks",ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. See below",ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. do not ignore,phishing
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Please advise",ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Thanks,ham
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. ,phishing
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. ,phishing
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Thanks",ham
